feature,pearson_r,p_value,p_fdr_BH,n_samples,fisher_z,t_statistic,abs_r,neg_log10_p,sig_p_0_05,sig_p_0_01,sig_p_0_001,sig_fdr_0_05,sig_fdr_0_10
"Leg fat percentage (right) (0.0)",-0.0288271009867045,1.44010174768717e-09,1.74936100789193e-07,44044,-6.0513169204724,-6.0522242391834,0.0288271009867045,8.8416068225589,1,1,1,1,1
"Home area population density - urban or rural (0.0)",0.0288108994146786,1.45215612394993e-09,1.75140401092104e-07,44074,6.04997355961979,6.05087968741238,0.0288108994146786,8.83798668933499,1,1,1,1,1
"Treatment/medication code (1140878182.0 - hypotears eye drops)",-0.0286367323095412,1.49994620148628e-09,1.79621217107063e-07,44535,-6.04474964519304,-6.04564418838825,0.0286367323095412,8.82392431748875,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y822 - Y82.2 Injection of local anaesthetic NEC)",-0.0285592799883676,1.65984870537086e-09,1.97370037959063e-07,44535,-6.02839180845192,-6.02927947470395,0.0285592799883676,8.77993149594612,1,1,1,1,1
"Systolic blood pressure, automated reading (2.0)",0.0320695035563584,1.72143942484219e-09,2.03262270548674e-07,35247,6.02259672304144,6.02371526639225,0.0320695035563584,8.76410825493412,1,1,1,1,1
"Diagnoses - ICD10 (S3200 - S32.00 Fracture of lumbar vertebra (closed))",-0.0284818753728612,1.83620341329215e-09,2.15307601621097e-07,44535,-6.01204411944866,-6.01292494921805,0.0284818753728612,8.7360792096397,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z721)",-0.0283734498252025,2.11425229531655e-09,2.46201034527035e-07,44535,-5.98914499727295,-5.99001631145134,0.0283734498252025,8.67484318924904,1,1,1,1,1
"Diagnoses - ICD10 (Z721 - Z72.1 Alcohol use)",-0.028335766750954,2.22017481114235e-09,2.56764737576292e-07,44535,-5.98118648789332,-5.98205451149184,0.028335766750954,8.65361282891623,1,1,1,1,1
"Trunk BMD (bone mineral density) (2.0)",0.034393220887034,2.51342482549169e-09,2.88701892370253e-07,30020,5.96111940032076,5.96239494042431,0.034393220887034,8.59973409963916,1,1,1,1,1
"Ordering of blows (2.0)",0.0360355089316047,2.5365322626439e-09,2.89387481450961e-07,27331,5.95967635794899,5.96107645274493,0.0360355089316047,8.59575960943603,1,1,1,1,1
"Average total household income before tax (0.0)",0.0296512072836468,2.61657497751912e-09,2.93394435301247e-07,40306,5.95440530677435,5.9553522507922,0.0296512072836468,8.58226681611014,1,1,1,1,1
"Femur shaft BMD (bone mineral density) (right) (2.0)",0.034976210997424,2.61834637006131e-09,2.93394435301247e-07,28962,5.95445106574165,5.95576900796985,0.034976210997424,8.58197290298915,1,1,1,1,1
"Femur troch bone area (left) (2.0)",0.0343801912717267,2.62378203911687e-09,2.93394435301247e-07,29972,5.95409299914558,5.95536630388329,0.0343801912717267,8.58107224518831,1,1,1,1,1
"Operative procedures - secondary OPCS4 (M271 - M27.1 Ureteroscopic laser fragmentation of calculus of ureter)",-0.0281591937426124,2.78938978244204e-09,3.09860832082459e-07,44535,-5.94389522525683,-5.9447479433058,0.0281591937426124,8.55449079425465,1,1,1,1,1
"Femur neck BMD (bone mineral density) (right) (2.0)",0.0347764694603331,3.11363869454898e-09,3.43619538284049e-07,29017,5.9260384377369,5.92733611216979,0.0347764694603331,8.50673178421085,1,1,1,1,1
"Duration to complete numeric path (trail #1) (1.0)",-0.0325936553327088,3.23984991006199e-09,3.55226400853225e-07,32963,-5.9194387540601,-5.92057744761939,0.0325936553327088,8.48947510854082,1,1,1,1,1
"Femur wards bone area (left) (2.0)",0.0341739901625887,3.26221888437727e-09,3.55371392662646e-07,29972,5.91835438684582,5.91960608140922,0.0341739901625887,8.48648690255754,1,1,1,1,1
"Hands-free device/speakerphone use with mobile phone in last 3 month (2.0)",0.028195165854766,3.35267743675016e-09,3.62884349484144e-07,43971,5.9136842451459,5.91453548123985,0.028195165854766,8.47460822831237,1,1,1,1,1
"Diagnoses - secondary ICD10 (R748)",-0.0280010746130857,3.41799454081399e-09,3.67597693131492e-07,44535,-5.91050163688084,-5.9113408066981,0.0280010746130857,8.46622863526544,1,1,1,1,1
"Treatment/medication code (1141188442.0 - glucosamine product)",-0.0279659892248879,3.575130890938e-09,3.82063829705621e-07,44535,-5.90309190307883,-5.90392808676298,0.0279659892248879,8.44670805339535,1,1,1,1,1
"Diagnoses - main ICD10 (M7918)",-0.0279007518958535,3.88621117232246e-09,4.12696073236885e-07,44535,-5.88931437601859,-5.89014502668323,0.0279007518958535,8.41047360402378,1,1,1,1,1
"Non-cancer illness code, self-reported (1598.0 - tonsiltis)",0.0278444745477314,4.17560684881123e-09,4.39688064816313e-07,44535,5.87742915528637,5.87825505305036,0.0278444745477314,8.37928039875812,1,1,1,1,1
"Diagnoses - ICD10 (F03 - F03 Unspecified dementia)",-0.0278413142789441,4.19246540926422e-09,4.39688064816313e-07,44535,-5.87676173880155,-5.87758737021892,0.0278413142789441,8.37753051193658,1,1,1,1,1
"Gynoid total mass (2.0)",0.0338504991425703,4.4491034796337e-09,4.63722915145772e-07,30021,5.8670787256042,5.86829786197153,0.0338504991425703,8.35172749308062,1,1,1,1,1
"Diagnoses - secondary ICD10 (G309)",-0.0277578299034712,4.6625943493322e-09,4.8299328581886e-07,44535,-5.85913073404164,-5.85994935070517,0.0277578299034712,8.33137236698384,1,1,1,1,1
"Birth weight (0.0)",0.0352312801780015,4.99331211340769e-09,5.1409801850542e-07,27532,5.84794698890415,5.84926408879984,0.0352312801780015,8.30161128696026,1,1,1,1,1
"Date of all cause dementia report (0.0)",-0.0276679161236332,5.22628660132274e-09,5.34823328868694e-07,44535,-5.84014199949227,-5.84095310695696,0.0276679161236332,8.28180677793053,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y102 - Y10.2 Electrocauterisation of organ NOC)",-0.0275686702685557,5.92551072680901e-09,6.02724389290181e-07,44535,-5.81918254999438,-5.81998542383495,0.0275686702685557,8.22727421134726,1,1,1,1,1
"Diagnoses - main ICD10 (Z711)",-0.0275087884378462,6.39056121120326e-09,6.46135485336329e-07,44535,-5.80653633224744,-5.80733426598405,0.0275087884378462,8.1944610009611,1,1,1,1,1
"Interpolated Year when operation took place (0.0)",-0.0321231229438213,6.74112195668842e-09,6.77522882373119e-07,32555,-5.79770411250647,-5.79879102178485,0.0321231229438213,8.1712678157721,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z871)",-0.027458778598999,6.80598170692299e-09,6.79994089475708e-07,44535,-5.79597497514563,-5.79676879918951,0.027458778598999,8.16710922253276,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z888)",-0.0274462574947272,6.91403420177752e-09,6.82710336239844e-07,44535,-5.79333070295364,-5.79412350031771,0.0274462574947272,8.16026847645596,1,1,1,1,1
"Diagnoses - ICD10 (Z888 - Z88.8 Personal history of allergy to other drugs, medicaments and biological substances)",-0.0274462574947272,6.91403420177752e-09,6.82710336239844e-07,44535,-5.79333070295364,-5.79412350031771,0.0274462574947272,8.16026847645596,1,1,1,1,1
"Diagnoses - ICD10 (Z871 - Z87.1 Personal history of diseases of the digestive system)",-0.027336036881947,7.94001596886467e-09,7.79460288571395e-07,44535,-5.77005381669717,-5.77083761565371,0.027336036881947,8.10017862412418,1,1,1,1,1
"Diagnoses - secondary ICD10 (G540)",-0.0272905554388343,8.40523730805429e-09,8.20360878303449e-07,44535,-5.76044888129977,-5.76122898764851,0.0272905554388343,8.07545002046085,1,1,1,1,1
"Operative procedures - main OPCS4 (M455 - M45.5 Diagnostic endoscopic examination of bladder using rigid cystoscope)",-0.0271807003532829,9.64090685790215e-09,9.33672136028425e-07,44535,-5.73724938597236,-5.73802062248888,0.0271807003532829,8.01588211289602,1,1,1,1,1
"Operation code (1355.0 - bilateral oophorectomy)",-0.0271777188898132,9.67679146017023e-09,9.33672136028425e-07,44535,-5.73661975435435,-5.73739075111255,0.0271777188898132,8.01426861811839,1,1,1,1,1
"Nitrogen dioxide air pollution; 2010 (0.0)",-0.0273011467945644,1.019927440585e-08,9.78492888311238e-07,43996,-5.72770464683211,-5.72848165937461,0.0273011467945644,7.99143072360517,1,1,1,1,1
"Diagnoses - secondary ICD10 (F009)",-0.0271185991318846,1.0415758030921e-08,9.82637157924869e-07,44535,-5.72413474275166,-5.72490099586467,0.0271185991318846,7.982309117779,1,1,1,1,1
"Diagnoses - ICD10 (F009 - F00.9 Dementia in Alzheimer's disease, unspecified)",-0.0271185991318846,1.0415758030921e-08,9.82637157924869e-07,44535,-5.72413474275166,-5.72490099586467,0.0271185991318846,7.982309117779,1,1,1,1,1
"PP interval (2.0)",0.0336009209561664,1.04170595954132e-08,9.82637157924869e-07,29004,5.7242842366983,5.7254609582978,0.0336009209561664,7.98225485125704,1,1,1,1,1
"Felt loved as a child (0.0)",0.034347232796512,1.06129176120812e-08,9.95550632666617e-07,27726,5.7211421325255,5.72237119071254,0.034347232796512,7.9741652071787,1,1,1,1,1
"Femur troch BMD (bone mineral density) (right) (2.0)",0.033498842183062,1.14529824544809e-08,1.06841772786691e-06,29017,5.70815990034419,5.70932673627278,0.033498842183062,7.94108140460269,1,1,1,1,1
"Father's age at death (0.0)",-0.0332123558966215,1.15378001980868e-08,1.06887570799843e-06,29507,-5.70689514979279,-5.70804188601396,0.0332123558966215,7.93787698605908,1,1,1,1,1
"Treatment/medication code (1140877612.0 - vitamin c+a+d tablet)",-0.0270329455367201,1.15844983454967e-08,1.06887570799843e-06,44535,-5.70604634106099,-5.7068057570724,0.0270329455367201,7.93612276813208,1,1,1,1,1
"Diagnoses - main ICD10 (H269)",-0.0270009149537456,1.20535025871908e-08,1.10610538687346e-06,44535,-5.69928211587777,-5.70003898590833,0.0270009149537456,7.91888673456178,1,1,1,1,1
"Operative procedures - main OPCS4 (M071 - M07.1 Ureteroscopic laser fragmentation of calculus of kidney)",-0.0269807883095734,1.2357588861987e-08,1.12788047532244e-06,44535,-5.69503177296091,-5.69578704620519,0.0269807883095734,7.90806625789475,1,1,1,1,1
"Scale to indicate how health is today (0.0)",0.0318627090977112,1.26221789740786e-08,1.14583597837267e-06,31889,5.69153949695914,5.69259249994616,0.0318627090977112,7.89886566611152,1,1,1,1,1
"Liking for taking the stairs (0.0)",0.030966204195689,1.29374757955708e-08,1.16817796154125e-06,33713,5.68730112058887,5.68829504586815,0.030966204195689,7.88815044970992,1,1,1,1,1
"Fasting time (2.0)",-0.0271076329541631,1.31488365311118e-08,1.18094736610544e-06,43955,-5.68443530470899,-5.68519652186485,0.0271076329541631,7.88111267382612,1,1,1,1,1
"Pelvis BMD (bone mineral density) (2.0)",0.0327493571491208,1.38258692041646e-08,1.23518413498582e-06,30020,5.67599177573093,5.67710172150609,0.0327493571491208,7.85930755595773,1,1,1,1,1
"Diagnoses - ICD10 (G309 - G30.9 Alzheimer's disease, unspecified)",-0.026875336501935,1.4076728153967e-08,1.25097660463018e-06,44535,-5.67276254507981,-5.67350948985726,0.026875336501935,7.85149827628763,1,1,1,1,1
"Ribs BMC (bone mineral content) (2.0)",0.0326262181617141,1.56592154640629e-08,1.38432383827593e-06,30020,5.65463461534019,5.65573278603991,0.0326262181617141,7.80523000014291,1,1,1,1,1
"Diagnoses - ICD10 (E220 - E22.0 Acromegaly and pituitary gigantism)",-0.0267810151831445,1.58096091751356e-08,1.39033984855294e-06,44535,-5.65284395191175,-5.65358350087323,0.0267810151831445,7.8010788660058,1,1,1,1,1
"Housing score (England) (0.0)",0.0280758105002844,1.75111927255505e-08,1.53200253456435e-06,40269,5.63528256124778,5.63609330051024,0.0280758105002844,7.7566842721642,1,1,1,1,1
"When symbol digit substitution test completed (1.0)",0.0308675239705816,1.7710679048211e-08,1.53677505700705e-06,33289,5.63339998117195,5.63437981418508,0.0308675239705816,7.75176478713079,1,1,1,1,1
"Diagnoses - secondary ICD10 (M161)",-0.0266834016786905,1.78206538143013e-08,1.53677505700705e-06,44535,-5.63223022739124,-5.63296217546787,0.0266834016786905,7.74907636636343,1,1,1,1,1
"Operation code (1232.0 - adrenal surgery)",-0.0266825711648271,1.78387865663832e-08,1.53677505700705e-06,44535,-5.63205484244804,-5.63278672608599,0.0266825711648271,7.74863469062396,1,1,1,1,1
"Diagnoses - ICD10 (F220 - F22.0 Delusional disorder)",-0.0266691842349724,1.8133549409142e-08,1.5542384861592e-06,44535,-5.62922783961967,-5.629958685117,0.0266691842349724,7.74151718002301,1,1,1,1,1
"Body fat percentage (0.0)",-0.0267668692090167,1.94252231740649e-08,1.65653986512164e-06,44024,-5.61734735766058,-5.61808228497899,0.0267668692090167,7.71163398294104,1,1,1,1,1
"Treatment/medication code (1140879782.0 - indoramin)",-0.0265229024122879,2.16788924920242e-08,1.83943768707452e-06,44535,-5.59833671135544,-5.59905627865049,0.0265229024122879,7.66396290833699,1,1,1,1,1
"Diagnoses - ICD10 (H269 - H26.9 Cataract, unspecified)",-0.0264724655031092,2.30506767322855e-08,1.9460533831232e-06,44535,-5.58768573054759,-5.58840143707007,0.0264724655031092,7.6373163198716,1,1,1,1,1
"Femur neck BMC (bone mineral content) (right) (2.0)",0.0326291399960942,2.76542810508527e-08,2.32309719175944e-06,28978,5.55611909421772,5.55720163813199,0.0326291399960942,7.55823762772839,1,1,1,1,1
"Femur total BMC (bone mineral content) (right) (2.0)",0.0326277622122923,2.85558287903488e-08,2.38695628279723e-06,28922,5.55051279016671,5.55159434396059,0.0326277622122923,7.54430523056656,1,1,1,1,1
"P duration (2.0)",0.0283425400040971,3.56841509742207e-08,2.96811275467841e-06,37795,5.51131249223515,5.51212371547528,0.0283425400040971,7.44752463186481,1,1,1,1,1
"Operative procedures - main OPCS4 (X998 - X99.8 No procedure performed)",-0.0259741819743884,4.20104548730695e-08,3.47718887515578e-06,44535,-5.48246255812164,-5.48314088402038,0.0259741819743884,7.37664261606271,1,1,1,1,1
"When input method described (1.0)",0.0297820137850178,4.3136992678812e-08,3.53314451979092e-06,33814,5.47786745141534,5.47875876759859,0.0297820137850178,7.36515013527711,1,1,1,1,1
"Impedance of arm (left) (2.0)",0.0293202075106368,4.31744418190863e-08,3.53314451979092e-06,34886,5.47770261489714,5.47856646509923,0.0293202075106368,7.36477326850185,1,1,1,1,1
"Non-cancer illness code, self-reported (1569.0 - mumps / epidemic parotitis)",0.0259473983557359,4.33747070415505e-08,3.53314451979092e-06,44535,5.47680670464369,5.4774830601371,0.0259473983557359,7.36276344547295,1,1,1,1,1
"Diagnoses - secondary ICD10 (J920)",-0.0259445270118299,4.35234859411615e-08,3.53314451979092e-06,44535,-5.47620036805715,-5.47687651254655,0.0259445270118299,7.36127632782317,1,1,1,1,1
"Diagnoses - secondary ICD10 (E873)",-0.0258533214972915,4.85154145234104e-08,3.90087035346564e-06,44535,-5.45694070872921,-5.45761017439469,0.0258533214972915,7.31412025358635,1,1,1,1,1
"Diagnoses - ICD10 (E873 - E87.3 Alkalosis)",-0.0258533214972915,4.85154145234104e-08,3.90087035346564e-06,44535,-5.45694070872921,-5.45761017439469,0.0258533214972915,7.31412025358635,1,1,1,1,1
"External causes - ICD10 (Y833 - Y83.3 Surgical operation with formation of external stoma)",-0.0257247614534647,5.65045253304503e-08,4.50037221794648e-06,44535,-5.42979313339559,-5.4304532620451,0.0257247614534647,7.24791676904177,1,1,1,1,1
"Diagnoses - ICD10 (Y833 - Y83.3 Surgical operation with formation of external stoma)",-0.0257247614534647,5.65045253304503e-08,4.50037221794648e-06,44535,-5.42979313339559,-5.4304532620451,0.0257247614534647,7.24791676904177,1,1,1,1,1
"Forced expiratory volume in 1-second (FEV1) (0.0)",0.0266419968612233,6.10559375378881e-08,4.84004462594949e-06,41309,5.41596848123406,5.4166750792615,0.0266419968612233,7.21427209560847,1,1,1,1,1
"Hand grip strength (left) (2.0)",0.0260042240314348,6.4805362508935e-08,5.11326423347368e-06,43190,5.40528177887668,5.40595385389988,0.0260042240314348,7.18838905567754,1,1,1,1,1
"Operative procedures - main OPCS4 (U258 - U25.8 Other specified breath tests)",-0.0254779361795137,7.55642874450124e-08,5.93443252794899e-06,44535,-5.37767240545003,-5.37831485945169,0.0254779361795137,7.12168340859979,1,1,1,1,1
"Treatment/medication code (1140863152.0 - diazepam)",-0.0254542412283993,7.76916834457662e-08,6.07325960639705e-06,44535,-5.37266890828555,-5.37330968286276,0.0254542412283993,7.10962546803204,1,1,1,1,1
"Diagnoses - secondary ICD10 (T003)",-0.0254192552169646,8.09392129785165e-08,6.26907619790023e-06,44535,-5.36528116789466,-5.36591946829797,0.0254192552169646,7.09184102283485,1,1,1,1,1
"Diagnoses - ICD10 (T003 - T00.3 Superficial injuries involving multiple regions of lower limb(s))",-0.0254192552169646,8.09392129785165e-08,6.26907619790023e-06,44535,-5.36528116789466,-5.36591946829797,0.0254192552169646,7.09184102283485,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y842 - Y84.2 Sedation NEC)",-0.0253344837707051,8.93625093263258e-08,6.8898902738585e-06,44535,-5.3473806555069,-5.34801298823574,0.0253344837707051,7.04884464460064,1,1,1,1,1
"Biometrics duration (2.0)",-0.0255995763069028,9.28218394761453e-08,7.12407617979415e-06,43505,-5.34050451264152,-5.34114948158133,0.0255995763069028,7.03234982929747,1,1,1,1,1
"Interpolated Age of participant when non-cancer illness first diagnosed (0.0)",-0.0312895342671609,9.91886136288966e-08,7.57827937160144e-06,28986,-5.32859309036028,-5.32955512112201,0.0312895342671609,7.00353817988172,1,1,1,1,1
"Diagnoses - ICD10 (J920 - J92.0 Pleural plaque with presence of asbestos)",-0.0252162015122064,1.02546921640541e-07,7.79957104459703e-06,44535,-5.32240405981608,-5.32302813012245,0.0252162015122064,6.98907737220047,1,1,1,1,1
"Sample collection duration (2.0)",-0.0253287550433753,1.08924194004622e-07,8.24746643842174e-06,43958,-5.31142294302326,-5.31205154947294,0.0253287550433753,6.96287564498541,1,1,1,1,1
"Diagnoses - ICD10 (R32 - R32 Unspecified urinary incontinence)",-0.0251132311821107,1.15541669158621e-07,8.70946912385409e-06,44535,-5.30066086709333,-5.30127780533337,0.0251132311821107,6.93726136276706,1,1,1,1,1
"Whole body water mass (2.0)",0.0283294416669248,1.20862002193994e-07,9.07002180909154e-06,34886,5.2925034738248,5.2932876745079,0.0283294416669248,6.9177102155269,1,1,1,1,1
"Number of operations, self-reported (0.0)",-0.0250661443254835,1.22438655433041e-07,9.14768449994202e-06,44524,-5.29006457466966,-5.29067820917299,0.0250661443254835,6.91208144827772,1,1,1,1,1
"Operative procedures - OPCS4 (M473 - M47.3 Removal of urethral catheter from bladder)",-0.0250320259879812,1.26899974252251e-07,9.43923376761786e-06,44535,-5.28351367517602,-5.28412502860567,0.0250320259879812,6.89653846602276,1,1,1,1,1
